ID,Probability
0,1.0
1,0.9995287974132875
2,0.9985722644087354
3,0.9972703271656442
4,0.9956781884218392
5,0.9938295241952637
6,0.991748100348676
7,0.9894520930282981
8,0.9869561429029193
9,0.984272480215319
10,0.9814116016474476
11,0.9783827060059815
12,0.9751939893733033
13,0.9718528532362238
14,0.9683660560727242
15,0.9647398267366714
16,0.9609799511812771
17,0.9570918400599098
18,0.9530805822869169
19,0.948950988079667
20,0.944707623979525
21,0.9403548416605292
22,0.9358968018598137
23,0.9313374944298736
24,0.9266807552734513
25,0.921930280747461
26,0.9170896399933927
27,0.9121622855549397
28,0.907151562570178
29,0.9020607167692496
30,0.8968929014647555
31,0.8916511836877926
32,0.8863385495954627
33,0.8809579092540863
34,0.8755121008849973
35,0.8700038946457488
36,0.8644359960081242
37,0.8588110487849635
38,0.8531316378500815
39,0.8474002915891353
40,0.8416194841139513
41,0.8357916372683374
42,0.8299191224496312
43,0.8240042622670443
44,0.8180493320551496
45,0.81205656125855
46,0.8060281347017825
47,0.7999661937568187
48,0.7938728374190485
49,0.7877501233013732
50,0.7816000685549286
51,0.7754246507240029
52,0.7692258085418778
53,0.7630054426735902
54,0.7567654164109655
55,0.750507556324715
56,0.7442336528778821
57,0.7379454610044917
58,0.7316447006568527
59,0.7253330573246335
60,0.7190121825285037
61,0.712683694290872
62,0.7063491775860005
63,0.7000101847715525
64,0.6936682360034366
65,0.6873248196356321
66,0.6809813926065179
67,0.6746393808130874
68,0.6683001794742991
69,0.6619651534846943
70,0.6556356377593129
71,0.6493129375708322
72,0.6429983288797765
73,0.6366930586585577
74,0.6303983452100415
75,0.6241153784812614
76,0.6178453203728489
77,0.6115893050446908
78,0.6053484392182732
79,0.5991238024761293
80,0.5929164475587648
81,0.5867274006593968
82,0.5805576617168059
83,0.5744082047065722
84,0.5682799779309334
85,0.5621739043074786
86,0.5560908816568653
87,0.5500317829897248
88,0.5439974567929013
89,0.5379887273151498
90,0.532006394852401
91,0.5260512360326844
92,0.5201240041007891
93,0.5142254292027224
94,0.508356218670022
95,0.502517057303957
96,0.4967086076596514
97,0.4909315103301476
98,0.48518638423042204
99,0.47947382688135654
100,0.47379441469366024
101,0.4681487032517335
102,0.4625372275974553
103,0.45696050251387377
104,0.45141902280877044
105,0.44591326359806993
106,0.44044368058905714
107,0.4350107103633629
108,0.42961477065967757
109,0.4242562606561453
110,0.4189355612523915
111,0.4136530353511354
112,0.40840902813933266
113,0.40320386736879676
114,0.39803786363624205
115,0.39291131066269536
116,0.38782448557221416
117,0.382777649169858
118,0.37777104621884994
119,0.37280490571687364
120,0.36787944117144233
121,0.36299485087428285
122,0.35815131817467405
123,0.3533490117516813
124,0.34858808588522594
125,0.343868680725935
126,0.33919092256370686
127,0.33455492409494236
128,0.3299607846883783
129,0.32540859064947103
130,0.3208984154832737
131,0.31643032015575123
132,0.31200435335348276
133,0.30762055174169556
134,0.30327894022058155
135,0.2989795321798451
136,0.294722329751434
137,0.29050732406040347
138,0.2863344954738698
139,0.2822038138480054
140,0.27811523877303346
141,0.2740687198161771
142,0.27006419676252413
143,0.26610159985376614
144,0.26218085002477287
145,0.25830185913796644
146,0.2544645302154561
147,0.2506687576689046
148,0.2469144275270876
149,0.2432014176611177
150,0.23952959800730333
151,0.2358988307876111
152,0.2323089707277075
153,0.2287598652725522
154,0.22525135479951897
155,0.22178327282902155
156,0.21835544623262226
157,0.21496769543860383
158,0.21161983463498546
159,0.20831167196996547
160,0.2050430097497743
161,0.20181364463392348
162,0.19862336782783763
163,0.19547196527285626
164,0.192359217833595
165,0.18928490148265775
166,0.18624878748269025
167,0.18325064256576817
168,0.18029022911011483
169,0.1773673053141438
170,0.17448162536782152
171,0.17163293962135018
172,0.1688209947511674
173,0.1660455339232645
174,0.16330629695382393
175,0.16060302046717778
176,0.15793543805109045
177,0.15530328040937125
178,0.15270627551182048
179,0.15014414874151616
180,0.14761662303944834
181,0.14512341904651016
182,0.1426642552428531
183,0.14023884808461795
184,0.13784691213805123
185,0.13548816021101973
186,0.13316230348193492
187,0.13086905162610052
188,0.1286081129394987
189,0.12637919446002743
190,0.12418200208620667
191,0.12201624069336803
192,0.11988161424734589
193,0.11777782591568742
194,0.11570457817639912
195,0.11366157292424861
196,0.1116485115746424
197,0.1096650951650977
198,0.10771102445433067
199,0.10578600001897964
200,0.10388972234798799
201,0.10202189193466527
202,0.10018220936645172
203,0.09837037541240701
204,0.09658609110844807
205,0.09482905784035789
206,0.09309897742459128
207,0.09139555218689943
208,0.0897184850388012
209,0.08806747955192185
210,0.0864422400302286
211,0.08484247158018621
212,0.08326788017885811
213,0.08171817273998083
214,0.08019305717803571
215,0.07869224247034623
216,0.07721543871722636
217,0.0757623572002063
218,0.07433271043836442
219,0.07292621224278939
220,0.07154257776920303
221,0.07018152356876717
222,0.06884276763710584
223,0.06752602946156672
224,0.06623103006675146
225,0.06495749205834045
226,0.06370513966524172
227,0.062473698780088904
228,0.06126289699811749
229,0.060072463654446295
230,0.05890212985979071
231,0.057751628534636334
232,0.05662069444189943
233,0.05550906421810131
234,0.05441647640308478
235,0.05334267146829841
236,0.052287391843676145
237,0.051250381943139245
238,0.05023138818874673
239,0.049230159033522014
240,0.04824644498298036
241,0.0472799986153849
242,0.04633057460075729
243,0.04539792971866796
244,0.04448182287483249
245,0.04358201511653981
246,0.04269826964693757
247,0.041830351838199054
248,0.04097802924359806
249,0.040141071608515766
250,0.03931925088040389
