ID,Probability
0,1.0
1,0.951229424500714
2,0.9048374180359595
3,0.8607079764250578
4,0.8187307530779818
5,0.7788007830714049
6,0.7408182206817179
7,0.7046880897187133
8,0.6703200460356393
9,0.6376281516217732
10,0.6065306597126334
11,0.5769498103804866
12,0.5488116360940265
13,0.522045776761016
14,0.4965853037914095
15,0.4723665527410147
16,0.44932896411722156
17,0.4274149319487267
18,0.4065696597405991
19,0.38674102345450123
20,0.36787944117144233
21,0.34993774911115527
22,0.3328710836980795
23,0.3166367693790533
24,0.3011942119122022
25,0.28650479686019015
26,0.27253179303401254
27,0.25924026064589145
28,0.24659696394160646
29,0.23457028809379765
30,0.2231301601484298
31,0.2122479738267431
32,0.20189651799465536
33,0.1920499086207541
34,0.1826835240527347
35,0.17377394345044517
36,0.16529888822158656
37,0.1572371663136276
38,0.1495686192226351
39,0.14227407158651362
40,0.1353352832366127
41,0.12873490358780426
42,0.12245642825298186
43,0.11648415777349697
44,0.1108031583623339
45,0.10539922456186435
46,0.1002588437228038
47,0.09536916221554959
48,0.09071795328941246
49,0.08629358649937047
50,0.08208499862389884
51,0.07808166600115318
52,0.07427357821433389
53,0.07065121306042954
54,0.06720551273974973
55,0.06392786120670757
56,0.06081006262521793
57,0.057844320874838484
58,0.05502322005640725
59,0.0523397059484324
60,0.04978706836786395
61,0.04735892439114098
62,0.04504920239355781
63,0.04285212686704021
64,0.04076220397836616
65,0.03877420783172203
66,0.03688316740123998
67,0.03508435410084498
68,0.03337326996032608
69,0.03174563637806793
70,0.03019738342231848
71,0.028724639654239437
72,0.02732372244729253
73,0.025991128778755312
74,0.024723526470339374
75,0.023517745856009076
76,0.02237077185616565
77,0.021279736438377217
78,0.02024191144580434
79,0.019254701775386907
80,0.01831563888873422
81,0.017422374639493476
82,0.016572675401761217
83,0.015764416484854493
84,0.014995576820477696
85,0.014264233908999224
86,0.013568559012200887
87,0.012906812580479876
88,0.012277339903068452
89,0.011678566970395488
90,0.011108996538242266
91,0.010567204383852613
92,0.01005183574463353
93,0.00956160193054345
94,0.009095277101695776
95,0.00865169520312059
96,0.00822974704902002
97,0.007828377549225829
98,0.007446583070924384
99,0.007083408929052126
100,0.006737946999085476
101,0.006409333446256382
102,0.0060967465655156206
103,0.00579940472684215
104,0.005516564420760761
105,0.005247518399181361
106,0.0049915939069101745
107,0.0047481509994115045
108,0.004516580942612647
109,0.004296304690752373
110,0.004086771438464032
111,0.0038874572434761667
112,0.003697863716482952
113,0.0035175167749120773
114,0.003345965457471234
115,0.0031827807965096877
116,0.00302755474537586
117,0.002879899158088284
118,0.0027394448187684217
119,0.0026058405184085087
120,0.0024787521766663767
121,0.002357862006490241
122,0.002242867719485786
123,0.002133481770037693
124,0.0020294306362956815
125,0.0019304541362277217
126,0.0018363047770288965
127,0.0017467471362611064
128,0.0016615572731739636
129,0.0015805221687361648
130,0.0015034391929775737
131,0.0014301155983078573
132,0.00136036803754791
133,0.0012940221054658085
134,0.0012309119026734372
135,0.0011708796207912098
136,0.001113775147844831
137,0.0010594556929076626
138,0.0010077854290485577
139,0.0009586351536939874
140,0.000911881965554473
141,0.0008674089573069699
142,0.0008251049232659291
143,0.0007848640813109542
144,0.0007465858083767207
145,0.0007101743888425771
146,0.0006755387751938846
147,0.0006425923603555761
148,0.0006112527611296104
149,0.000581441612193756
150,0.0005530843701477828
151,0.0005261101271160085
152,0.0005004514334405741
153,0.00047604412902224613
154,0.0004528271828867503
155,0.0004307425405757348
156,0.00040973497897978106
157,0.0003897519682527495
158,0.0003707435404590731
159,0.00035266216462825906
160,0.00033546262790251635
161,0.00031910192248119085
162,0.000303539138078901
163,0.00028873535962825603
164,0.00027465356997213863
165,0.0002612585573016357
166,0.0002485168271079141
167,0.00023639651842866094
168,0.0002248673241788124
169,0.00021390041536761828
170,0.0002034683690106398
171,0.00019354509955804566
172,0.00018410579366756608
173,0.00017512684815768065
174,0.00016658581098760727
175,0.00015846132511576627
176,0.00015073307509549938
177,0.00014338173627626016
178,0.00013638892648204504
179,0.00012973716004571756
180,0.00012340980408664937
181,0.00011739103691910113
182,0.00011166580849009122
183,0.00010621980274649889
184,0.0001010394018371441
185,9.611165206135919e-05
186,9.142423147812107e-05
187,8.696541909436473e-05
188,8.272406555664968e-05
189,7.868956527179449e-05
190,7.48518298876455e-05
191,7.120126306692232e-05
192,6.772873649085742e-05
193,6.442556703434299e-05
194,6.12834950531882e-05
195,5.829466373086234e-05
196,5.545159943221023e-05
197,5.274719301551212e-05
198,5.0174682056147724e-05
199,4.772763393678936e-05
200,4.539992976249074e-05
201,4.3185749060370426e-05
202,4.107955522525408e-05
203,3.90760816757485e-05
204,3.7170318684109915e-05
205,3.535750085037481e-05
206,3.363309518567004e-05
207,3.199278977772391e-05
208,3.0432483008380196e-05
209,2.8948273298246008e-05
210,2.7536449349718772e-05
211,2.6193480867742203e-05
212,2.491600973153485e-05
213,2.370084159775132e-05
214,2.2544937913204777e-05
215,2.144540831661157e-05
216,2.0399503411150377e-05
217,1.9404607889961234e-05
218,1.8458233995821693e-05
219,1.755801530112233e-05
220,1.6701700790267004e-05
221,1.5887149230842113e-05
222,1.5112323819899132e-05
223,1.4375287090029332e-05
224,1.3674196065682764e-05
225,1.3007297654077377e-05
226,1.2372924261816465e-05
227,1.1769489624890994e-05
228,1.1195484842629888e-05
229,1.0649474603829923e-05
230,1.0130093598625933e-05
231,9.636043103999903e-06
232,9.166087736267592e-06
233,8.719052362327062e-06
234,8.293819160787308e-06
235,7.889324827203836e-06
236,7.504557915094523e-06
237,7.13855630674054e-06
238,6.790404807333061e-06
239,6.459232857025654e-06
240,6.144212353342837e-06
241,5.844555580836186e-06
242,5.559513241659708e-06
243,5.288372581402356e-06
244,5.030455607069051e-06
245,4.785117392103189e-06
246,4.551744463121565e-06
247,4.3297532661412674e-06
248,4.118588707524573e-06
249,3.917722765978127e-06
250,3.7266531720536733e-06
